Rating;Year;Date;Player;Salary;Position;Bat_Order;Opp_Pitcher;Opp
3.5;2021;08/29/2021;76.05;Andrew Vaughn (R);$2400;1B/OF;1B;OF
3.4;2021;08/29/2021;75.95;J. Villar (S);$4300;3B/SS;3B;SS
3.5;2021;08/29/2021;75.95;Aledmys Diaz (R);$3900;3B/OF;3B;OF
6.2;2021;08/29/2021;75.55;DJ Stewart (L);$2300;OF;4;BAL
3.5;2021;08/29/2021;75.40;Jose Altuve (R);$6200;2B;1;HOU
3.5;2021;08/29/2021;75.40;Jake Meyers (R);$2700;OF;8;HOU
4;2021;08/29/2021;75.30;Yadier Molina (R);$3800;C;5;STL
3.4;2021;08/29/2021;75.15;Kyle Farmer (R);$2600;SS;5;CIN
4.3;2021;08/29/2021;75.15;Luis Urias (R);$3700;3B/SS;3B;SS
4.8;2021;08/29/2021;75.05;Darin Ruf (R);$3300;1B/OF;1B;OF
3.9;2021;08/29/2021;75.00;Joey Wendle (L);$4100;3B;5;TB
5.6;2021;08/29/2021;74.85;Jose Ramirez (S);$6300;3B;3;CLE
3.4;2021;08/29/2021;74.55;F. Lindor (S);$5300;SS;3;NYM
4;2021;08/29/2021;74.45;P. Goldschmidt (R);$5800;1B;2;STL
4.5;2021;08/29/2021;74.10;J. Arauz (S);$2100;2B/SS;2B;SS
4;2021;08/29/2021;74.00;H. Bader (R);$2400;OF;8;STL
3.9;2021;08/29/2021;73.95;Reese McGuire (L);$2100;C;9;TOR
4.3;2021;08/29/2021;73.95;Pablo Reyes (R);$2000;3B/SS;3B;SS
3.4;2021;08/29/2021;73.55;T. Stephenson (R);$4100;C;2;CIN
5.3;2021;08/29/2021;73.25;Miguel Sano (R);$3300;1B;5;MIN
5.3;2021;08/29/2021;72.95;Rob Refsnyder (R);$2000;OF;3;MIN
5.2;2021;08/29/2021;72.90;M. Cabrera (R);$2800;1B;4;DET
3.7;2021;08/29/2021;72.90;Freddy Galvis (S);$3600;3B/SS;3B;SS
4.8;2021;08/29/2021;72.70;Brandon Belt (L);$4500;1B;4;SF
3.7;2021;08/29/2021;72.20;R. Torreyes (R);$3100;3B;7;PHI
5.1;2021;08/29/2021;71.85;Nate Lowe (L);$2900;1B;4;TEX
5.6;2021;08/29/2021;71.75;Amed Rosario (R);$4700;SS;2;CLE
3.9;2021;08/29/2021;71.75;Kevin Smith (R);$2000;3B;8;TOR
5.1;2021;08/29/2021;71.75;B. Reynolds (S);$3800;OF;3;PIT
5.1;2021;08/29/2021;71.45;K. Hayes (R);$3600;3B;2;PIT
6.2;2021;08/29/2021;70.30;Austin Hays (R);$3100;OF;5;BAL
4.9;2021;08/29/2021;69.95;C. Walker (R);$2700;1B;5;ARI
3.4;2021;08/29/2021;69.85;E. Suarez (R);$3600;3B;6;CIN
5.3;2021;08/29/2021;69.85;W. Astudillo (R);$2000;1B/3B;1B;3B
4.3;2021;08/29/2021;69.60;J. Bradley (L);$2000;OF;8;MIL
6.2;2021;08/29/2021;69.50;Trey Mancini (R);$4100;1B;3;BAL
6.2;2021;08/29/2021;69.05;C. Mullins (L);$5000;OF;1;BAL
5.3;2021;08/29/2021;69.00;Ryan Jeffers (R);$2600;C;7;MIN
5.1;2021;08/29/2021;68.95;Kevin Newman (R);$2800;SS;1;PIT
6.2;2021;08/29/2021;68.55;R. Mountcastle (R);$4000;1B;2;BAL
6.2;2021;08/29/2021;68.15;Jahmai Jones (R);$2000;2B;7;BAL
5.1;2021;08/29/2021;67.95;Y. Hernandez (S);$2600;2B/3B;2B;3B
4.8;2021;08/29/2021;67.70;Wilmer Flores (R);$3600;1B/3B;1B;3B
4.9;2021;08/29/2021;67.45;Nick Ahmed (R);$3300;SS;1;ARI
5.2;2021;08/29/2021;67.05;R. Grossman (S);$4000;OF;3;DET
4.3;2021;08/29/2021;66.95;Stephen Vogt (L);$2900;C;8;ATL
4.8;2021;08/29/2021;66.30;M. Yastrzemski (L);$4100;OF;7;SF
6.2;2021;08/29/2021;66.25;Jorge Mateo (R);$2100;2B/SS;2B;SS
5.6;2021;08/29/2021;66.15;A. Gimenez (L);$3000;2B/SS;2B;SS
3.4;2021;08/29/2021;66.10;Tyler Naquin (L);$2400;OF;7;CIN
3.4;2021;08/29/2021;65.65;Kevin Pillar (R);$3300;OF;7;NYM
4.7;2021;08/29/2021;65.40;Lane Thomas (R);$2000;OF;1;WSH
4.9;2021;08/29/2021;65.05;Ketel Marte (S);$5300;OF;2;ARI
3.5;2021;08/29/2021;65.00;Leury Garcia (S);$3100;OF;9;CWS
5.3;2021;08/29/2021;64.80;A. Simmons (R);$2000;SS;9;MIN
5.6;2021;08/29/2021;64.65;D. Johnson (L);$2400;OF;8;CLE
3.4;2021;08/29/2021;64.50;A. Aquino (R);$2600;OF;8;CIN
5.1;2021;08/29/2021;64.30;Adolis Garcia (R);$3400;OF;3;TEX
4.9;2021;08/29/2021;64.20;Josh Rojas (L);$4400;2B/OF;2B;OF
5.2;2021;08/29/2021;64.15;J. Candelario (S);$4500;3B;5;DET
5.2;2021;08/29/2021;64.05;J. Schoop (R);$4900;1B/2B;1B;2B
5.2;2021;08/29/2021;64.05;Willi Castro (S);$2700;2B/OF;2B;OF
5.1;2021;08/29/2021;64.00;Colin Moran (L);$3400;1B;4;PIT
5.6;2021;08/29/2021;63.60;Wilson Ramos (R);$3500;C;7;CLE
5.3;2021;08/29/2021;63.50;Brent Rooker (R);$2400;OF;6;MIN
5.6;2021;08/29/2021;63.30;B. Zimmer (L);$2500;OF;5;CLE
4.7;2021;08/29/2021;62.65;Juan Soto (L);$5500;OF;3;WSH
5.2;2021;08/29/2021;62.20;Harold Castro (L);$2100;2B/SS;2B;SS
5.1;2021;08/29/2021;61.15;Leody Taveras (S);$2000;OF;9;TEX
5.1;2021;08/29/2021;60.70;J. Stallings (R);$3200;C;5;PIT
4.9;2021;08/29/2021;60.65;Carson Kelly (R);$4900;C;4;ARI
5.6;2021;08/29/2021;60.65;Franmil Reyes (R);$5600;OF;4;CLE
4.7;2021;08/29/2021;60.25;Josh Bell (S);$3800;1B;4;WSH
5.1;2021;08/29/2021;59.95;Jason Martin (L);$2100;OF;7;TEX
5.1;2021;08/29/2021;59.90;Cole Tucker (S);$2000;OF/SS;OF;SS
5.7;2021;08/29/2021;59.85;F. Schwindel (R);$3400;1B;2;CHC
5.1;2021;08/29/2021;59.80;Y. Tsutsugo (L);$2600;1B/OF;1B;OF
3.4;2021;08/29/2021;59.75;Javier Baez (R);$4900;2B/SS;2B;SS
4.8;2021;08/29/2021;59.75;Curt Casali (R);$2400;C;8;SF
5.7;2021;08/29/2021;59.70;Rafael Ortega (L);$4300;OF;1;CHC
4.7;2021;08/29/2021;59.00;Jesus Aguilar (R);$3500;1B;3;MIA
4.9;2021;08/29/2021;58.75;Andy Young (R);$2100;2B/OF;2B;OF
5.1;2021;08/29/2021;58.70;A. Alford (R);$2000;OF;8;PIT
5.2;2021;08/29/2021;58.70;Victor Reyes (S);$2000;OF;9;DET
5.7;2021;08/29/2021;58.60;Ian Happ (S);$4700;OF;3;CHC
6.2;2021;08/29/2021;58.40;K. Gutierrez (R);$2100;3B;8;BAL
5.1;2021;08/29/2021;58.20;I. Kiner-Falefa (R);$3900;SS;2;TEX
5.1;2021;08/29/2021;57.55;Nick Solak (R);$2300;2B;6;TEX
3.5;2021;08/29/2021;57.50;M. Maldonado (R);$2700;C;9;HOU
4.3;2021;08/29/2021;56.85;D. Swanson (R);$5200;SS;6;ATL
5.2;2021;08/29/2021;56.35;Akil Baddoo (L);$3200;OF;1;DET
4.7;2021;08/29/2021;55.55;Y. Hernandez (L);$2200;OF;5;WSH
5.7;2021;08/29/2021;54.10;Jason Heyward (L);$3400;OF;6;CHC
5.7;2021;08/29/2021;53.75;Matt Duffy (R);$2900;2B/3B;2B;3B
4.7;2021;08/29/2021;53.40;Miguel Rojas (R);$4500;SS;1;MIA
4.7;2021;08/29/2021;53.40;Jesus Sanchez (L);$2800;OF;4;MIA
4.8;2021;08/29/2021;53.20;B. Crawford (L);$4900;SS;5;SF
4.9;2021;08/29/2021;52.20;Drew Ellis (R);$2200;2B/3B;2B;3B
5.1;2021;08/29/2021;51.90;DJ Peters (R);$2300;OF;5;TEX
4.7;2021;08/29/2021;51.55;C. Kieboom (R);$2000;3B;6;WSH
3.4;2021;08/29/2021;51.50;P. Mazeika (L);$2900;C;8;NYM
6.2;2021;08/29/2021;51.40;Austin Wynns (R);$2000;C;9;BAL
5.7;2021;08/29/2021;49.40;S. Alcantara (S);$2800;SS;9;CHC
4.7;2021;08/29/2021;49.25;B. Anderson (R);$3300;3B;5;MIA
4.7;2021;08/29/2021;48.15;M. Sierra (L);$2200;OF;8;MIA
5.2;2021;08/29/2021;47.65;D. Garneau (R);$2900;C;8;DET
5.1;2021;08/29/2021;47.30;Jose Trevino (R);$2400;C;8;TEX
4.7;2021;08/29/2021;46.15;L. V. Garcia (L);$2700;2B;7;WSH
5.6;2021;08/29/2021;45.35;Bobby Bradley (L);$3400;1B;6;CLE
4.7;2021;08/29/2021;44.95;Tres Barrera (R);$2200;C;8;WSH
4.7;2021;08/29/2021;44.90;A. Escobar (R);$3500;SS;2;WSH
5.7;2021;08/29/2021;43.40;Austin Romine (R);$2600;C;7;CHC
4.9;2021;08/29/2021;39.10;J. McCarthy (L);$2000;OF;8;ARI
4.7;2021;08/29/2021;35.95;Sandy Leon (S);$2300;C;7;MIA
4.7;2021;08/29/2021;35.70;Jorge Alfaro (R);$3000;C/OF;C;OF
4.7;2021;08/29/2021;35.65;Jazz Chisholm (L);$4600;2B/SS;2B;SS
5.7;2021;08/29/2021;33.90;P. Wisdom (R);$4900;3B/OF;3B;OF
4.1;2021;08/30/2021;89.70;J. Cronenworth (L);$4100;SS;2;SD
4.1;2021;08/30/2021;89.05;Eric Hosmer (L);$2700;1B;5;SD
3.1;2021;08/30/2021;88.80;G. Springer (R);$4900;OF;1;TOR
4.1;2021;08/30/2021;88.35;Trent Grisham (L);$4100;OF;1;SD
4.1;2021;08/30/2021;86.90;Manny Machado (R);$4800;3B;3;SD
3.1;2021;08/30/2021;86.90;T. Hernandez (R);$4700;OF;5;TOR
3.8;2021;08/30/2021;86.80;Anthony Rizzo (L);$3700;1B;2;NYY
3.1;2021;08/30/2021;85.60;Bo Bichette (R);$5300;SS;4;TOR
3.8;2021;08/30/2021;85.50;DJ LeMahieu (R);$3900;2B;1;NYY
4.1;2021;08/30/2021;84.80;Wil Myers (R);$3400;OF;6;SD
3.5;2021;08/30/2021;84.35;Max Muncy (L);$4800;1B;2;LAD
4.1;2021;08/30/2021;84.10;Adam Frazier (L);$3800;2B;7;SD
3.5;2021;08/30/2021;83.85;Trea Turner (R);$5400;2B;1;LAD
3.1;2021;08/30/2021;83.55;A. Kirk (R);$4000;C;6;TOR
3.1;2021;08/30/2021;83.10;C. Dickerson (L);$3000;OF;7;TOR
3.5;2021;08/30/2021;83.10;A.J. Pollock (R);$3600;OF;5;LAD
3.1;2021;08/30/2021;82.80;Marcus Semien (R);$5300;2B;2;TOR
3.1;2021;08/30/2021;82.75;V. Guerrero Jr. (R);$6200;1B;3;TOR
3.5;2021;08/30/2021;82.40;Mookie Betts (R);$5200;2B/OF;2B;OF
3.5;2021;08/30/2021;82.10;Justin Turner (R);$4700;3B;4;LAD
4.1;2021;08/30/2021;82.05;F. Tatis Jr. (R);$6300;OF;4;SD
3.8;2021;08/30/2021;81.55;G. Stanton (R);$4600;OF;4;NYY
3.8;2021;08/30/2021;81.40;Aaron Judge (R);$5400;OF;3;NYY
3.8;2021;08/30/2021;81.30;Joey Gallo (L);$4400;OF;5;NYY
4.1;2021;08/30/2021;80.75;Austin Nola (R);$3100;C;8;SD
3.6;2021;08/30/2021;80.30;M. Brantley (L);$3800;OF;2;HOU
4.1;2021;08/30/2021;78.25;A. Meadows (L);$4500;OF;4;TB
3.5;2021;08/30/2021;78.15;Chris Taylor (R);$4100;OF;7;LAD
3.5;2021;08/30/2021;77.95;Corey Seager (L);$4900;SS;6;LAD
5.5;2021;08/30/2021;77.95;Pavin Smith (L);$3000;1B/OF;1B;OF
3.9;2021;08/30/2021;77.90;Connor Joe (R);$4500;OF;1;COL
5.5;2021;08/30/2021;77.85;David Peralta (L);$2800;OF;5;ARI
4.1;2021;08/30/2021;77.75;Yandy Diaz (R);$4200;1B/3B;1B;3B
4.1;2021;08/30/2021;77.70;Nelson Cruz (R);$5300;1B;2;TB
3.9;2021;08/30/2021;77.60;C. Blackmon (L);$5500;OF;3;COL
3.6;2021;08/30/2021;77.35;Carlos Correa (R);$4800;SS;3;HOU
3.9;2021;08/30/2021;77.25;Trevor Story (R);$5600;SS;4;COL
3.1;2021;08/30/2021;77.05;Jarrod Dyson (L);$2100;OF;9;TOR
4.7;2021;08/30/2021;76.95;Nate Lowe (L);$2900;1B;4;TEX
4.1;2021;08/30/2021;76.80;Manuel Margot (R);$2500;OF;7;TB
5.5;2021;08/30/2021;76.30;C. Walker (R);$2500;1B;4;ARI
3.6;2021;08/30/2021;75.85;Kyle Tucker (L);$4000;OF;6;HOU
4.7;2021;08/30/2021;74.55;Y. Hernandez (S);$2600;2B/3B;2B;3B
3.7;2021;08/30/2021;74.25;A. McCutchen (R);$3800;OF;4;PHI
3.9;2021;08/30/2021;73.95;C.J. Cron (R);$5200;1B;5;COL
3.8;2021;08/30/2021;73.70;Brett Gardner (L);$2300;OF;8;NYY
5.5;2021;08/30/2021;73.65;Josh VanMeter (L);$2100;2B/3B;2B;3B
3.6;2021;08/30/2021;73.60;Y. Alvarez (L);$5900;OF;4;HOU
5.5;2021;08/30/2021;73.00;Ketel Marte (S);$5100;OF;2;ARI
3.7;2021;08/30/2021;72.90;O. Herrera (L);$3900;OF;1;PHI
3.8;2021;08/30/2021;72.85;Gio Urshela (R);$3300;3B;6;NYY
3.9;2021;08/30/2021;72.55;Raimel Tapia (L);$4300;OF;7;COL
3.6;2021;08/30/2021;72.50;Y. Gurriel (R);$5100;1B;5;HOU
4.1;2021;08/30/2021;72.25;Brandon Lowe (L);$5000;2B;1;TB
3.9;2021;08/30/2021;72.20;B. Rodgers (R);$4700;2B/SS;2B;SS
5.5;2021;08/30/2021;71.90;Josh Rojas (L);$4200;2B/OF;2B;OF
3.7;2021;08/30/2021;71.40;R. Marchan (S);$2500;C;8;PHI
3.5;2021;08/30/2021;71.25;Kolten Wong (L);$3800;2B;1;MIL
3.5;2021;08/30/2021;70.45;C. Yelich (L);$4800;OF;2;MIL
4.4;2021;08/30/2021;70.45;Lane Thomas (R);$2200;OF;1;WSH
3.7;2021;08/30/2021;70.25;Jean Segura (R);$5100;2B;2;PHI
4.1;2021;08/30/2021;69.55;K. Kiermaier (L);$2100;OF;8;TB
5;2021;08/30/2021;69.25;Alex Verdugo (L);$3800;OF;5;BOS
3.6;2021;08/30/2021;69.15;Jake Meyers (R);$2500;OF;8;HOU
3.1;2021;08/30/2021;69.05;Kevin Smith (R);$2300;1B/3B;1B;3B
3.6;2021;08/30/2021;68.50;Jose Altuve (R);$6000;2B;1;HOU
5;2021;08/30/2021;68.50;J.D. Martinez (R);$5000;OF;3;BOS
3.9;2021;08/30/2021;68.40;S. Hilliard (L);$2500;OF;9;COL
3.5;2021;08/30/2021;68.35;Will Smith (R);$4600;C;8;LAD
3.5;2021;08/30/2021;68.30;Rowdy Tellez (L);$2600;1B;5;MIL
3.7;2021;08/30/2021;68.10;Brad Miller (L);$3600;1B;5;PHI
4.1;2021;08/30/2021;68.05;Wander Franco (S);$5000;SS;3;TB
3.7;2021;08/30/2021;67.80;Bryce Harper (L);$6400;OF;3;PHI
3.9;2021;08/30/2021;66.80;Ryan McMahon (L);$4900;3B;6;COL
4.7;2021;08/30/2021;66.75;Jason Martin (L);$2100;OF;7;TEX
5.5;2021;08/30/2021;66.60;D. Varsho (L);$3800;C/OF;C;OF
4.4;2021;08/30/2021;66.30;Juan Soto (L);$5800;OF;3;WSH
4.7;2021;08/30/2021;66.15;Leody Taveras (S);$2000;OF;9;TEX
3.6;2021;08/30/2021;66.00;Aledmys Diaz (R);$3600;3B/OF;3B;OF
3.8;2021;08/30/2021;65.95;A. Velazquez (S);$2000;SS;9;NYY
3.8;2021;08/30/2021;65.90;Gary Sanchez (R);$4200;C;7;NYY
4.7;2021;08/30/2021;65.40;Adolis Garcia (R);$3400;OF;3;TEX
3.5;2021;08/30/2021;64.35;A. Garcia (R);$3800;OF;3;MIL
5.1;2021;08/30/2021;64.20;Jorge Soler (R);$3700;OF;2;ATL
5;2021;08/30/2021;64.05;X. Bogaerts (R);$5800;SS;4;BOS
5.1;2021;08/30/2021;63.40;T. d'Arnaud (R);$3200;C;5;ATL
5.3;2021;08/30/2021;62.90;D. Fletcher (R);$4100;2B;1;LAA
4.5;2021;08/30/2021;62.90;J.P. Crawford (L);$3500;SS;1;SEA
4.4;2021;08/30/2021;62.65;Josh Bell (S);$4000;1B;4;WSH
4.7;2021;08/30/2021;62.25;I. Kiner-Falefa (R);$3900;SS;2;TEX
5.3;2021;08/30/2021;61.90;P. Gosselin (R);$3400;3B;3;LAA
5.1;2021;08/30/2021;61.70;Ozzie Albies (S);$4800;2B;1;ATL
3.7;2021;08/30/2021;61.40;R. Torreyes (R);$3000;3B;7;PHI
3.7;2021;08/30/2021;61.25;Freddy Galvis (S);$3400;3B/SS;3B;SS
5.1;2021;08/30/2021;60.65;F. Freeman (L);$5000;1B;3;ATL
4.7;2021;08/30/2021;60.00;Nick Solak (R);$2300;2B;6;TEX
6;2021;08/30/2021;59.80;Austin Hays (R);$3100;OF;1;BAL
5.1;2021;08/30/2021;59.15;Austin Riley (R);$4600;3B;4;ATL
4.4;2021;08/30/2021;58.70;Y. Hernandez (L);$2400;OF;5;WSH
5.1;2021;08/30/2021;58.55;Eddie Rosario (L);$2400;OF;8;ATL
5.3;2021;08/30/2021;58.35;Jared Walsh (L);$4300;1B;4;LAA
6;2021;08/30/2021;57.85;A. Santander (S);$3600;OF;4;BAL
5.3;2021;08/30/2021;57.70;Shohei Ohtani (L);$6000;1B/OF;1B;OF
3.5;2021;08/30/2021;57.50;Omar Narvaez (L);$4500;C;4;MIL
5.5;2021;08/30/2021;57.35;Nick Ahmed (R);$3000;SS;8;ARI
5;2021;08/30/2021;57.10;K. Schwarber (L);$5300;OF;1;BOS
4.5;2021;08/30/2021;56.45;Ty France (R);$3900;1B;4;SEA
5.3;2021;08/30/2021;56.40;Brandon Marsh (L);$2500;OF;6;LAA
5;2021;08/30/2021;56.35;C. Vazquez (R);$3200;C;7;BOS
4.4;2021;08/30/2021;56.05;Keibert Ruiz (S);$3400;C;6;WSH
4.5;2021;08/30/2021;55.55;Kyle Seager (L);$4000;3B;3;SEA
5;2021;08/30/2021;55.25;Rafael Devers (L);$6100;3B;2;BOS
5;2021;08/30/2021;54.90;Jarren Duran (L);$3100;OF;8;BOS
3.5;2021;08/30/2021;54.85;Jace Peterson (L);$2600;3B/OF;3B;OF
4.4;2021;08/30/2021;54.45;C. Kieboom (R);$2000;3B;7;WSH
4.5;2021;08/30/2021;54.25;Mitch Haniger (R);$4100;OF;2;SEA
6;2021;08/30/2021;54.15;Trey Mancini (R);$4100;1B;3;BAL
3.9;2021;08/30/2021;54.00;Elias Diaz (R);$4900;C;8;COL
4.5;2021;08/30/2021;54.00;J. Marmolejos (L);$2000;1B/OF;1B;OF
5;2021;08/30/2021;54.00;Bobby Dalbec (R);$3200;1B;6;BOS
4.7;2021;08/30/2021;53.55;DJ Peters (R);$2300;OF;5;TEX
4.1;2021;08/30/2021;53.05;Joey Wendle (L);$3600;3B;6;TB
4.5;2021;08/30/2021;52.70;Abraham Toro (S);$3600;2B;5;SEA
5;2021;08/30/2021;52.25;Yairo Munoz (R);$2000;OF;9;BOS
3.5;2021;08/30/2021;52.05;Luis Urias (R);$3800;3B/SS;3B;SS
5.3;2021;08/30/2021;51.55;Jo Adell (R);$3200;OF;5;LAA
3.6;2021;08/30/2021;50.75;M. Maldonado (R);$2500;C;9;HOU
4.1;2021;08/30/2021;50.70;LaMonte Wade (L);$3500;OF;1;SF
6;2021;08/30/2021;49.80;R. Mountcastle (R);$4100;1B;2;BAL
4.5;2021;08/30/2021;48.70;J. Kelenic (L);$2100;OF;8;SEA
3.5;2021;08/30/2021;48.65;J. Bradley (L);$2000;OF;8;MIL
4.4;2021;08/30/2021;48.40;A. Escobar (R);$3700;SS;2;WSH
5.1;2021;08/30/2021;46.00;Adam Duvall (R);$3500;OF;7;ATL
4.4;2021;08/30/2021;45.85;L. V. Garcia (L);$2900;2B;8;WSH
4.1;2021;08/30/2021;45.60;A. Dickerson (L);$2600;OF;7;SF
6;2021;08/30/2021;45.55;Ramon Urias (R);$3200;3B/SS;3B;SS
6;2021;08/30/2021;44.40;Ryan McKenna (R);$2100;OF;7;BAL
4.1;2021;08/30/2021;43.70;Brandon Belt (L);$4500;1B;3;SF
6;2021;08/30/2021;43.60;Jorge Mateo (R);$2200;2B/SS;2B;SS
5.3;2021;08/30/2021;43.35;Juan Lagares (R);$2100;OF;9;LAA
4.7;2021;08/30/2021;43.25;Yohel Pozo (R);$2000;C;8;TEX
5.3;2021;08/30/2021;42.95;Jack Mayfield (R);$2900;3B/SS;3B;SS
6;2021;08/30/2021;41.90;P. Severino (R);$3600;C;5;BAL
4.5;2021;08/30/2021;41.35;Luis Torrens (R);$3500;C;7;SEA
5.3;2021;08/30/2021;41.00;Max Stassi (R);$3700;C;7;LAA
6;2021;08/30/2021;38.25;K. Gutierrez (R);$2100;3B;9;BAL
4.1;2021;08/30/2021;37.50;Buster Posey (R);$4100;C;2;SF
4.1;2021;08/30/2021;37.10;Mike Zunino (R);$4300;C;9;TB
5.1;2021;08/30/2021;34.75;D. Swanson (R);$4600;SS;6;ATL
4.1;2021;08/30/2021;32.00;M. Yastrzemski (L);$3900;OF;6;SF
4.5;2021;08/30/2021;31.55;Tom Murphy (R);$2700;C;9;SEA
4.1;2021;08/30/2021;28.70;Kris Bryant (R);$5200;3B/OF;3B;OF
4.1;2021;08/30/2021;21.80;B. Crawford (L);$4500;SS;5;SF
3;2021;08/31/2021;92.50;Luis Robert (R);$4200;OF;1;CWS
4.3;2021;08/31/2021;91.10;Byron Buxton (R);$3200;OF;2;MIN
3;2021;08/31/2021;89.60;Yoan Moncada (S);$4200;3B;2;CWS
3.9;2021;08/31/2021;88.70;Anthony Rizzo (L);$3800;1B;2;NYY
3.4;2021;08/31/2021;88.35;G. Springer (R);$4800;OF;1;TOR
3.4;2021;08/31/2021;88.20;T. Hernandez (R);$4600;OF;5;TOR
3;2021;08/31/2021;87.85;Eloy Jimenez (R);$4800;OF;4;CWS
4.5;2021;08/31/2021;87.65;C. Kieboom (R);$2300;3B;2;WSH
3.9;2021;08/31/2021;87.40;DJ LeMahieu (R);$3900;2B;1;NYY
4.5;2021;08/31/2021;87.25;Lane Thomas (R);$2500;OF;1;WSH
3;2021;08/31/2021;86.95;Jose Abreu (R);$5000;1B;3;CWS
3.4;2021;08/31/2021;86.90;R. Grichuk (R);$3200;OF;7;TOR
4.3;2021;08/31/2021;86.40;J. Donaldson (R);$3900;3B;4;MIN
4.3;2021;08/31/2021;86.15;Jorge Polanco (S);$4100;2B;3;MIN
3.4;2021;08/31/2021;86.00;Bo Bichette (R);$5300;SS;4;TOR
4.3;2021;08/31/2021;85.75;Luis Arraez (L);$3000;3B;1;MIN
3.4;2021;08/31/2021;85.65;L. Gurriel (R);$4000;OF;6;TOR
3.9;2021;08/31/2021;85.10;Joey Gallo (L);$4500;OF;5;NYY
3.9;2021;08/31/2021;85.05;G. Stanton (R);$4800;OF;4;NYY
3.4;2021;08/31/2021;84.35;V. Guerrero Jr. (R);$6100;1B;3;TOR
3;2021;08/31/2021;84.30;Brian Goodwin (L);$3400;OF;6;CWS
3.9;2021;08/31/2021;84.00;Aaron Judge (R);$5500;OF;3;NYY
3.4;2021;08/31/2021;83.85;Marcus Semien (R);$5400;2B;2;TOR
4.3;2021;08/31/2021;83.10;Max Kepler (L);$4100;OF;5;MIN
4.3;2021;08/31/2021;82.90;Miguel Sano (R);$3600;1B;6;MIN
3.6;2021;08/31/2021;82.65;J. Cronenworth (L);$4000;SS;2;SD
4.6;2021;08/31/2021;82.35;M. Cabrera (R);$3000;1B;4;DET
4.5;2021;08/31/2021;82.20;Juan Soto (L);$6000;OF;3;WSH
4.5;2021;08/31/2021;81.95;Josh Bell (S);$4400;1B;4;WSH
4.2;2021;08/31/2021;81.90;C. Santana (S);$2700;1B;4;KC
4.2;2021;08/31/2021;81.65;W. Merrifield (R);$4400;2B;1;KC
4.5;2021;08/31/2021;81.55;R. Zimmerman (R);$3100;1B;5;WSH
4.2;2021;08/31/2021;81.40;A. Benintendi (L);$3000;OF;5;KC
4.4;2021;08/31/2021;81.40;Myles Straw (R);$3100;OF;1;CLE
4.6;2021;08/31/2021;81.35;Derek Hill (R);$2700;OF;1;DET
3.6;2021;08/31/2021;81.35;Trent Grisham (L);$3900;OF;1;SD
3.9;2021;08/31/2021;81.20;Gio Urshela (R);$3300;3B;6;NYY
3;2021;08/31/2021;81.00;Y. Grandal (S);$5300;C;5;CWS
3.9;2021;08/31/2021;80.90;Rougned Odor (L);$3200;3B;7;NYY
3.6;2021;08/31/2021;79.85;Eric Hosmer (L);$2600;1B;5;SD
4;2021;08/31/2021;79.80;R. Arozarena (R);$4300;OF;5;TB
3.6;2021;08/31/2021;78.85;Manny Machado (R);$4800;3B;3;SD
4.2;2021;08/31/2021;78.45;Nicky Lopez (L);$3100;SS;2;KC
3.9;2021;08/31/2021;78.40;Brett Gardner (L);$2300;OF;9;NYY
4.5;2021;08/31/2021;78.20;Keibert Ruiz (S);$3800;C;6;WSH
4.5;2021;08/31/2021;77.85;Nate Lowe (L);$3000;1B;5;TEX
3;2021;08/31/2021;77.85;Andrew Vaughn (R);$2600;1B/OF;1B;OF
4.5;2021;08/31/2021;77.80;Josh Harrison (R);$3600;2B/SS;2B;SS
5.1;2021;08/31/2021;77.70;A. McCutchen (R);$3700;OF;4;PHI
5.3;2021;08/31/2021;77.05;F. Schwindel (R);$3200;1B;2;CHC
4.1;2021;08/31/2021;77.00;Raimel Tapia (L);$4300;OF;2;COL
4.3;2021;08/31/2021;77.00;Brent Rooker (R);$2700;OF;7;MIN
4;2021;08/31/2021;76.95;A. Meadows (L);$4600;OF;4;TB
5.1;2021;08/31/2021;76.65;Freddy Galvis (S);$3300;SS;1;PHI
3.6;2021;08/31/2021;76.50;Adam Frazier (L);$3600;2B;7;SD
5.1;2021;08/31/2021;76.50;R. Marchan (S);$2300;C;8;PHI
3.2;2021;08/31/2021;75.60;Mookie Betts (R);$5100;2B/OF;2B;OF
4;2021;08/31/2021;75.50;Nelson Cruz (R);$5600;1B;2;TB
4.1;2021;08/31/2021;75.30;Trevor Story (R);$5700;SS;3;COL
4.3;2021;08/31/2021;75.20;A. Simmons (R);$2000;SS;9;MIN
4.2;2021;08/31/2021;75.10;E. Olivares (R);$2700;OF;7;KC
3.9;2021;08/31/2021;75.00;Gary Sanchez (R);$4300;C;8;NYY
4.1;2021;08/31/2021;74.90;Connor Joe (R);$4600;OF;1;COL
4.6;2021;08/31/2021;74.85;R. Grossman (S);$4200;OF;3;DET
4.5;2021;08/31/2021;74.80;Y. Hernandez (S);$2700;2B/3B;2B;3B
5.1;2021;08/31/2021;74.75;Jean Segura (R);$4900;2B;2;PHI
4.1;2021;08/31/2021;74.55;C. Blackmon (L);$5700;OF;4;COL
4.6;2021;08/31/2021;74.55;Willi Castro (S);$2900;2B/OF;2B;OF
3.2;2021;08/31/2021;74.50;C. Bellinger (L);$3300;OF;8;LAD
3.2;2021;08/31/2021;74.40;Trea Turner (R);$5600;2B;1;LAD
